"Index number","City","State","River","Jam date","Water year","Jam type","Latitude","Longitude","Gage number","Ahps id","Current condition","Damages"
"100563","Twin Bridges","MT","Jefferson River","12/14/2000","2001","Unknown","45.6132833","-112.3293972","6026500","-","-","-"
"101013","Saco","MT","Milk River","02/20/2001","2001","Unknown","48.50920278","-107.2187556","6164510","-","-","-"
"100831","Miles City","MT","Tongue River","02/10/2001","2001","Unknown","46.3845944","-105.8455222","6308500","-","-","-"
"100655","Perma","MT","Flathead River","12/22/2000","2001","Unknown","47.36679167","-114.585","12388700","-","-","-"
"101221","Clancy","MT","Prickly Pear Creek","02/28/2001","2001","Unknown","46.5190972","-111.946786","6061500","-","-","-"
"101624","Van Norman","MT","Spring Creek","03/14/2001","2001","Unknown","47.2491972","-106.3061694","6130940","-","-","-"
"101623","international boundary","MT","Rock Creek","03/14/2001","2001","Unknown","48.969375","-106.8398417","6169500","-","-","-"
"101622","Culbertson","MT","Missouri River","03/14/2001","2001","Unknown","48.15871667","-104.5160583","6185400","-","-","-"
"101621","Homestead","MT","Lost Creek","03/14/2001","2001","Unknown","48.40252347","-104.4974546","6184200","-","-","-"
"101620","Lustre","MT","East Fork Wolf Creek","03/14/2001","2001","Unknown","48.4071361","-105.7940861","6175700","-","-","-"
"101192","Loma","MT","Teton River","02/27/2001","2001","Unknown","47.9327194","-110.5144333","6108800","-","-","-"
"101487","Decker","MT","Tongue River","03/11/2001","2001","Unknown","45.0091361","-106.8359444","6306300","-","-","-"
"101486","Rimini","MT","Tenmile Creek","03/11/2001","2001","Unknown","46.571975","-112.2154778","6062750","-","-","-"
"101379","Simms","MT","Sun River","03/01/2001","2001","Unknown","47.50162778","-111.9319139","6085800","-","-","-"
"101378","Ronan","MT","South Crow Creek","03/01/2001","2001","Unknown","47.4914361","-114.0266444","12375900","-","-","-"
"101377","Saco","MT","Milk River","03/01/2001","2001","Unknown","48.5405861","-107.5199306","6155900","-","-","-"
"101584","Wibaux","MT","Krug Creek","03/13/2001","2001","Unknown","47.008325","-104.30595","6327790","-","-","-"
"100046","Deer Lodge","MT","Clark Fork","01/11/2001","2001","Unknown","46.39765","-112.7425389","12324200","-","-","-"
"100416","Culbertson","MT","Missouri River","01/08/2001","2001","Unknown","48.1235","-104.4733","6185500","-","-","-"
"100415","Niarada","MT","Mill Creek","01/08/2001","2001","Unknown","47.82982778","-114.6978333","12374250","-","-","-"
"100139","Maxville","MT","Boulder Creek","01/17/2001","2001","Unknown","46.47165278","-113.2357694","12330000","-","-","-"
"100234","Hardin","MT","Little Bighorn River","01/23/2001","2001","Unknown","45.7356861","-107.5574694","6294000","-","-","-"
"100295","Alder","MT","Ruby River","01/29/2001","2001","Unknown","45.1923194","-112.1428167","6019500","-","-","-"
"100294","Logan","MT","Gallatin River","01/29/2001","2001","Unknown","45.88535556","-111.438286","6052500","-","-","-"
"100376","Wolf Point","MT","Missouri River","01/06/2001","2001","Unknown","48.067325","-105.5330972","6177000","-","-","-"
"20121105204543","Rockland","MI","Middle Branch Ontonagon River","12/02/2000","2001","Freeze-up","46.69916666","-89.16","04035500","-","unknown","-"
"20121112124933","Watson","MN","Chippewa River","04/12/2001","2001","Unknown","45.02111111","-95.79027777","05305000","-","unknown","-"
"20121108201656","Battle Creek","MI","Wanadoga Creek","02/11/2001","2001","Unknown","42.39638888","-85.13166666","04104945","-","unknown","-"
"20121106151809","Rockland","MI","Middle Branch Ontonagon River","12/02/2000","2001","Freeze-up","46.69916666","-89.16","04035500","-","unknown","-"
"20090616074037","All Healing Springs","NC","Lower Little River","01/03/2001","2001","Freeze-up","35.94555555","-81.23694444","02142000","0","unknown","-"
"20090320113833","Healy","AK","Dragonfly Creek","04/16/2001","2001","Unknown","63.79583333","-148.92194444","15517980","0","unknown","-"
"20090225092153","Grand Falls","ME","Spencer Stream","12/20/2000","2001","Unknown","45.30194444","-70.22388888","01044550","0","unknown","-"
"20090306131142","Watertown","SD","Big Sioux River","04/07/2001","2001","Unknown","45.00611111","-97.16472222","06479438","0","unknown","-"
"20090324163333","Dayton","IL","Fox River","02/09/2001","2001","Unknown","41.38444444","-88.78916666","05552500","0","unknown","-"
"20090324131904","Yorkville","IL","Blackberry Creek","12/18/2000","2001","Freeze-up","41.67166666","-88.44138888","05551700","0","unknown","-"
"20090227084754","St. Peter","MN","Minnesota River Tributary","02/25/2001","2001","Unknown","44.33694444","-93.9125","05325450","0","unknown","-"
"20090320115753","Prospect Camp","AK","Prospect Creek","05/19/2001","2001","Unknown","66.78222222","-150.685","15564884","1","unknown","-"
"20090320110544","Tetlin Junction","AK","Dennison Fork","05/15/2001","2001","Unknown","63.42333333","-142.48333333","15305900","0","unknown","-"
"20090319130029","Kivalina","AK","Tutak Creek","06/02/2001","2001","Unknown","67.87444444","-163.67055555","15746998","1","unknown","-"
"20090319093159","Central","AK","Quartz Creek","05/23/2001","2001","Unknown","65.61916666","-144.48194444","15442500","0","unknown","-"
"20090306144016","Rauville","SD","Mud Creek","04/07/2001","2001","Unknown","45.00805555","-97.10583333","06479490","0","unknown","-"
"20090126123108","Lafayette","VA","Roanoke River","01/03/2001","2001","Unknown","37.23638888","-80.20916666","02054500","0","-","-"
"20090306143340","Waubay","SD","Blue Dog Lake","04/08/2001","2001","Unknown","45.34666666","-97.25194444","06479159","0","unknown","-"
"20090306130528","Watertown","SD","Willow Creek","04/07/2001","2001","Unknown","44.91888888","-97.04527777","06479515","0","unknown","-"
"20090330162232","Greenview","IL","Salt Creek","12/25/2000","2001","Unknown","40.13194444","-89.73555555","05582000","0","unknown","-"
"20090330145835","Rockton","IL","Rock River","12/23/2000","2001","Unknown","42.44861111","-89.06972222","05437500","0","unknown","-"
"20090330111533","Oakwood","IL","Vermilion River","12/05/2000","2001","Freeze-up","40.13666666","-87.74583333","03336645","0","unknown","-"
"20090306141251","Aurora Center","SD","Platte Creek","03/21/2001","2001","Unknown","43.56","-98.61611111","06452290","0","unknown","-"
"20090622164423","Rockland","MI","Middle Branch Ontonagon River","12/02/2000","2001","Freeze-up","46.69916666","-89.16","04035500","0","unknown","-"
"20090622131510","Avoca","MI","Mill Creek","02/10/2001","2001","Unknown","43.05444444","-82.73472222","04159900","0","unknown","-"
"20090331120221","Menominee","IL","Sinsinawa River","02/21/2001","2001","Freeze-up","42.47888888","-90.48611111","05414820","0","unknown","-"
"20090331120011","Menominee","IL","Sinsinawa River","12/25/2000","2001","Unknown","42.47888888","-90.48611111","05414820","0","unknown","-"
"20090306140031","Odessa","SD","Yellow Bank River","04/08/2001","2001","Unknown","45.18916666","-96.415","05292704","0","unknown","-"
"20090324160941","Kingston Mines","IL","Illinois River","01/09/2001","2001","Unknown","40.55305555","-89.77722222","05568500","0","unknown","-"
"20090330141304","Como","IL","Rock River","12/12/2000","2001","Unknown","41.78277777","-89.74972222","05443500","0","unknown","-"
"20090331115345","Menominee","IL","Sinsinawa River","01/20/2001","2001","Unknown","42.47888888","-90.48611111","05414820","0","unknown","-"
"20090330152233","Joslin","IL","Rock River","12/14/2000","2001","Unknown","41.55583333","-90.18555555","05446500","0","unknown","-"
"20090330141112","Como","IL","Rock River","12/13/2000","2001","Unknown","41.78277777","-89.74972222","05443500","0","unknown","-"
"20090330134435","Byron","IL","Rock River","01/01/2001","2001","Unknown","42.12305555","-89.25583333","05440700","0","unknown","-"
"20090330130233","Freeport","IL","Pecatonica River","12/06/2000","2001","Unknown","42.30277777","-89.61583333","05435500","0","unknown","-"
"20090330113837","Milan","IL","Mill Creek","02/03/2001","2001","Unknown","41.44222222","-90.55583333","05448000","0","unknown","-"
"20090331090242","Menominee","IL","Sinsinawa River","01/21/2001","2001","Unknown","42.47888888","-90.48611111","05414820","1","unknown","-"
"20090330152618","Joslin","IL","Rock River","02/27/2001","2001","Unknown","41.55583333","-90.18555555","05446500","0","unknown","-"
"20090330132615","Keithsburg","IL","Pope Creek","02/09/2001","2001","Unknown","41.12888888","-90.91916666","05467000","0","unknown","-"
"20090803113354","Palmer","AK","Moose Creek","12/16/2000","2001","Unknown","61.68333333","-149.04333333","15283700","0","unknown","-"
"20090320122527","Kivalina","AK","Red Dog Creek","05/29/2001","2001","Unknown","68.08416666","-162.88111111","15746988","0","unknown","-"
"20090623143936","Battle Creek","MI","Wanadoga Creek","02/11/2001","2001","Unknown","42.39638888","-85.13166666","04104945","0","unknown","-"
"20090325134511","Penrose","IL","Elkhorn Creek","01/25/2001","2001","Unknown","41.90277777","-89.69444444","05444000","0","unknown","-"
"20090325130500","Joliet","IL","Hickory Creek","12/26/2000","2001","Unknown","41.51888888","-88.06944444","05539000","0","unknown","-"
"20090326135134","Ripley","IL","La Moine River","01/28/2001","2001","Unknown","40.02527777","-90.63194444","05585000","0","unknown","-"
"20090320110827","Tetlin Junction","AK","Dennison Fork","05/24/2001","2001","Unknown","63.42333333","-142.48333333","15305900","0","unknown","-"
"20090305103211","Mapleton","ND","Maple River","04/08/2001","2001","Unknown","46.86611111","-97.10611111","05060000","0","unknown","-"
"20090320112950","Donnelly","AK","Ruby Creek","06/06/2001","2001","Unknown","63.63166666","-145.87055555","15478499","0","unknown","-"
"20090324144232","Hanover","IL","Apple River","12/18/2000","2001","Freeze-up","42.25138888","-90.28611111","05419000","0","unknown","-"
"20090324134425","Montgomery","IL","Blackberry Creek","02/10/2001","2001","Unknown","41.74083333","-88.38333333","05551675","0","unknown","-"
"20090325134722","Penrose","IL","Elkhorn Creek","01/26/2001","2001","Unknown","41.90277777","-89.69444444","05444000","0","unknown","-"
"20090325114551","Russell","IL","Des Plaines River","02/13/2001","2001","Unknown","42.48916666","-87.92638888","05527800","0","unknown","-"
"20090325105009","New Munster","IL","Fox River","02/11/2001","2001","Unknown","42.61083333","-88.22583333","05545750","0","unknown","-"
"20090624164652","Markleeville","CA","Bryant Creek","11/12/2000","2001","Unknown","38.73666666","-119.64416666","10308794","0","unknown","-"
"20090320112556","Donnelly","AK","Ruby Creek","05/16/2001","2001","Unknown","63.63166666","-145.87055555","15478499","0","unknown","-"
"20090320111720","Stevens Village","AK","Ray River Tributary","05/23/2001","2001","Unknown","65.94916666","-149.91527777","15453610","0","unknown","-"
"20090319130145","Kivalina","AK","Tutak Creek","06/05/2001","2001","Unknown","67.87444444","-163.67055555","15746998","0","unknown","-"
"20090609084018","Columbia Falls","MT","North Fork Flathead River","02/08/2001","2001","Freeze-up","48.49555555","-114.12666666","12355500","0","unknown","-"
"20010206153536","Worland","WY","Bighorn River","01/30/2001","2001","Freeze-up","44.01694444","-107.96972222","06268600","-","-","minor flooding low lying areas, nuisance flooding city park"
"20020612130720","Little America","WY","Blacks Fork River","03/21/2001","2001","-","41.54611111","-109.69277777","09224700","-","-","none"
"20010705154435","Moundsville","WV","Big Grave Creek","01/30/2001","2001","-","39.90527777","-80.74972222","-","-","-","?"
"20010628142801","Moundsville","WV","Fish Creek","01/30/2001","2001","-","39.92027777","-80.74333333","-","-","-","?"
"20070713093800","Bismarck","ND","Missouri River","12/20/2000","2001","Unknown","46.81416666","-100.82","06342500","1","-","-"
"20010803093706","Buckland","AK","Buckland River","06/04/2001","2001","Break-up","65.98333333","-161.13333333","-","-","-","minor flooding"
"20010802144218","Ambler","AK","Kobuk River","06/02/2001","2001","Break-up","67.0625","-158","-","-","-","?"
"20010802144123","Kobuk","AK","Kobuk River","05/29/2001","2001","Break-up","66.90722222","-156.88111111","-","-","-","minor flooding"
"20010802144024","Allakaket","AK","Koyukuk River","05/24/2001","2001","Break-up","66.56666666","-152.64166666","-","-","-","minor flooding"
"20010802143739","Circle","AK","Yukon River","05/19/2001","2001","Break-up","65.325","-144.05833333","-","-","-","none"
"20010802143411","Eagle","AK","Yukon River","05/17/2001","2001","Break-up","64.78333333","-141.2","15356000","-","-","minor flooding"
"20010802143915","Halfway Island","AK","Yukon River","05/27/2001","2001","Break-up","64.50027777","-158.4","-","-","-","minor flooding"
"20011115171049","Koyukuk","AK","Yukon River","05/24/2001","2001","Break-up","64.88027777","-157.70083333","-","-","-","1/3 homes flooded, 34 evacuated"
"20010802143845","Nulato","AK","Yukon River","05/24/2001","2001","Break-up","64.50027777","-158.44444444","-","-","-","major flooding in low areas and on the airport road."
"20010628085753","Willoughby Hills","OH","Chagrin River","01/30/2001","2001","-","41.59833333","-81.41861111","04209000","-","-","?"
"20030707101116","Conneaut","OH","Conneaut Creek","01/31/2001","2001","-","41.92694444","-80.60416666","04213000","-","-","?"
"20020317075301","Apple Grove","OH","Ohio River","01/15/2001","2001","-","38.88666666","-81.86777777","-","-","-","Unknown"
"20010717154739","Yellow Creek","OH","Ohio River","01/15/2001","2001","-","40.57444444","-80.66777777","-","-","-","?"
"20010706144647","Neffs","OH","Trough Run","01/30/2001","2001","-","40.01222222","-80.77916666","-","-","-","?"
"20010627154357","Vermilion","OH","Vermilion River","01/31/2001","2001","-","40.74388888","-82.28555555","-","-","-","?"
"20010801153927","Lisbon","NH","Ammonoosuc River","12/17/2000","2001","Break-up","44.26138888","-71.86472222","-","-","-","?"
"20010329111024","Cornish","NH","Connecticut River","12/17/2000","2001","Break-up","43.47361111","-72.38472222","?","-","-","none"
"20010716152855","North Stratford","NH","Connecticut River","01/19/2001","2001","-","44.75166666","-71.62916666","01129500","-","-","?"
"20010724153701","Jefferson","NH","Israel River","04/11/2001","2001","Break-up","44.41888888","-71.475","-","-","-","?"
"20010406095127","Lancaster","NH","Israel River","12/17/2000","2001","Freeze-up","44.48888888","-71.56972222","-","-","-","minor flooding on Canal St"
"20010406110708","Lancaster","NH","Israel River","12/20/2000","2001","Freeze-up","44.48888888","-71.56972222","-","-","-","minor flooding on Canal St"
"20010724140348","Lancaster","NH","Israel River","04/16/2001","2001","Break-up","44.48972222","-71.59555555","-","-","-","?"
"20010716153625","Breien","ND","Cannonball River","03/08/2001","2001","-","46.39527777","-100.91666666","-","-","-","?"
"20010717133905","Mandan","ND","Heart River","03/15/2001","2001","Break-up","46.81916666","-100.875","06349000","-","-","?"
"20010627103215","Williston","ND","Missouri River","01/19/2001","2001","-","48.13333333","-103.63333333","06330000","-","-","?"
"20010717151621","Niobrara","NE","Bazile Creek","03/15/2001","2001","-","42.75722222","-97.94416666","06466500","-","-","?"
"20010716143848","West Point","NE","Elkhorn River","03/15/2001","2001","-","41.77","-96.72805555","-","-","-","?"
"20010716143800","Winslow","NE","Elkhorn River","03/15/2001","2001","-","41.60916666","-96.50416666","-","-","-","Road closed due to flooding."
"20010716143511","Fullerton","NE","Loup River","03/12/2001","2001","Break-up","41.39111111","-97.79916666","-","-","-","none"
"20010716143338","Genoa","NE","Loup River","03/14/2001","2001","Break-up","41.42444444","-97.79916666","-","-","-","moderate flooding"
"20010716143651","St. Paul","NE","North Loup River","03/03/2001","2001","Break-up","41.21472222","-98.45777777","-","-","-","?"
"20010710160051","Lewellen","NE","North Platte River","12/17/2000","2001","Freeze-up","41.31694444","-102.12861111","06687500","-","-","?"
"20010716143050","Ashland","NE","Platte River","03/14/2001","2001","Break-up","41.05194444","-96.32361111","-","-","-","minor flooding"
"20010716142758","Fremont","NE","Platte River","03/14/2001","2001","Break-up","41.39611111","-96.47833333","-","-","-","minor flooding into local cabins"
"20010716143145","Leshara","NE","Platte River","03/14/2001","2001","Break-up","41.30833333","-96.00666666","-","-","-","Flooded farm land; Sokol Camp flooded; evacuation precautions."
"20010718111559","State Lakes Area","NE","Platte River","03/15/2001","2001","-","41.43333333","-96.65833333","-","-","-","?"
"20010716142939","Valley","NE","Platte River","03/14/2001","2001","Break-up","41.2575","-96.35555555","-","-","-","overland flooding"
"20010716143935","Verdel","NE","Ponca Creek","03/15/2001","2001","-","42.81138888","-98.13416666","-","-","-","?"
"20010627114756","Chicago","IL","Illinois River","01/23/2001","2001","-","41.88666666","-87.63722222","-","-","-","?"
"20010627145104","Wilmington","IL","Kankakee River","02/01/2001","2001","-","41.30777777","-88.14666666","05527500","-","-","?"
"20010716153200","Clay City","IL","Little Wabash River","01/16/2001","2001","-","38.625","-88.28166666","-","-","-","?"
"20010716163822","Barstow","IL","Rock River","02/28/2001","2001","Break-up","41.51833333","-90.35694444","-","-","-","evacuation and moderate damage due to major flooding,"
"20010716164104","Cleveland","IL","Rock River","02/27/2001","2001","Break-up","41.50611111","-90.31472222","-","-","-","major flooding and evacuation"
"20010716163934","Joslin","IL","Rock River","02/28/2001","2001","Break-up","41.55722222","-90.22194444","05446500","-","-","moderate flooding"
"20010716164020","Moline","IL","Rock River","02/28/2001","2001","Break-up","41.50666666","-90.515","-","-","-","major flooding"
"20010716164138","Osborn","IL","Rock River","02/27/2001","2001","Break-up","41.5225","-90.27305555","-","-","-","major flooding and evacuation"
"20010716164245","Ridgeview","IL","Rock River","02/27/2001","2001","Break-up","41.50027777","-90.4425","-","-","-","evacuation due to major flooding"
"20010716164228","Shady Beach","IL","Rock River","02/27/2001","2001","Break-up","41.53888888","-90.19666666","-","-","-","major flooding"
"20010716162402","Reserve","MT","Big Muddy Creek","03/15/2001","2001","-","48.62555555","-104.45055555","-","-","-","?"
"20010723101230","Granger","IA","Beaver Creek","03/14/2001","2001","-","41.76111111","-93.82416666","-","-","-","minor flooding"
"20010723102254","Bussey","IA","Cedar Creek","03/15/2001","2001","-","41.20444444","-92.8825","05489000","-","-","minor flooding"
"20010723102151","Ottumwa","IA","Des Moines River","03/15/2001","2001","-","41.00416666","-92.37361111","-","-","-","minor flooding"
"20010720100953","Marshalltown","IA","Iowa River","03/15/2001","2001","Break-up","42.04944444","-92.90777777","05451500","-","-","minor flooding"
"20010720100758","Jefferson","IA","North Raccoon River","03/15/2001","2001","Break-up","42.02222222","-94.43222222","06486000","-","-","minor flooding"
"20010720101158","Des Moines","IA","Raccoon River","03/15/2001","2001","Break-up","41.56361111","-93.70138888","05484650","-","-","minor flooding"
"20010720101116","Van Meter","IA","Raccoon River","03/15/2001","2001","Break-up","41.53194444","-93.95388888","05484900","-","-","minor flooding"
"20010710163152","Duncannon","PA","Juniata River","01/04/2001","2001","Freeze-up","40.40083333","-77.01388888","-","-","-","?"
"20030707102026","Ursina","PA","Laurel Hill Creek","01/30/2001","2001","-","39.82027777","-79.32166666","03080000","-","-","?"
"20010705155305","Paradise","PA","Pequea Creek","01/30/2001","2001","-","40.00972222","-76.12888888","-","-","-","?"
"20010706145759","Washington County","PA","Pigeon Creek","01/30/2001","2001","-","40.03194444","-79.91916666","-","-","-","?"
"20030707101751","Wurtemburg","PA","Slippery Rock Creek","01/31/2001","2001","-","40.88388888","-80.23388888","03106500","-","-","?"
"20010710162526","Dauphin","PA","Susquehanna River","01/04/2001","2001","Freeze-up","40.36722222","-76.93138888","-","-","-","?"
"20010710162307","Duncannon","PA","Susquehanna River","01/04/2001","2001","Freeze-up","40.39805555","-77.02333333","-","-","-","Unknown"
"20010710162807","Fort Hunter","PA","Susquehanna River","01/04/2001","2001","Freeze-up","40.34611111","-76.9125","-","-","-","?"
"20010710163023","Harrisburg","PA","Susquehanna River","01/04/2001","2001","Freeze-up","40.33305555","-76.91166666","-","-","-","?"
"20010628131610","McKeesport","PA","Youghiogheny River","01/31/2001","2001","Break-up","40.34777777","-79.86444444","-","-","-","McKeesport Marina destroyed.Est repair cost > USD:1 M. Gas spill."
"20040720142220","Baraboo","WI","Baraboo River","12/05/2000","2001","Unknown","43.48083333","-89.63583333","05405000","-","-","?"
"20050607100134","Russell","WI","Des Plaines River","02/13/2001","2001","-","42.48916666","-89.92638888","05527800","-","-","?"
"20010627102438","Green Bay","WI","Duck Creek","03/22/2001","2001","Break-up","44.51916666","-88.01972222","-","-","-","?"
"20050531164416","Blanchardville","WI","East Branch Pecatonica River","12/03/2000","2001","Freeze-up","42.78555555","-89.86111111","05433000","-","-","?"
"20040720101830","New Munster","WI","Fox River","02/11/2001","2001","Unknown","42.61083333","-88.22583333","05545750","-","-","?"
"20060427071713","Kewaunee","WI","Kewaunee River","12/05/2000","2001","Freeze-up","44.45833333","-87.55638888","04085200","-","-","?"
"20040720112829","Manitowoc","WI","Manitowoc River","03/23/2001","2001","Unknown","44.10722222","-87.71527777","04085427","-","-","?"
"20040720111242","Oconto","WI","Oconto River","12/04/2000","2001","Unknown","44.86055555","-87.98388888","04071765","-","-","?"
"20050531142349","Darlington","WI","Pecatonica River","12/03/2000","2001","Freeze-up","42.67777777","-90.11861111","05432500","-","-","?"
"20050601121704","Martintown","WI","Pecatonica River","02/10/2001","2001","-","42.50944444","-89.79944444","05434500","-","-","?"
"20050510165129","Rockville","WI","Platte River","12/06/2000","2001","Freeze-up","42.73111111","-90.64027777","05414000","-","-","?"
"20040720141624","Merrill","WI","Prairie River","02/18/2001","2001","Unknown","45.23583333","-89.64972222","05394500","-","-","?"
"20060323110602","Morgan","WI","Red River","11/18/2000","2001","-","44.89805555","-88.84416666","04077630","-","-","?"
"20010627094444","Raymond","WI","Root River Canal","02/10/2001","2001","-","42.80083333","-88.0125","-","-","-","?"
"20060417132443","Franklin","WI","Root River","02/09/2001","2001","-","42.87361111","-87.99583333","04087220","-","-","?"
"20060424112845","Franklin","WI","Root River","02/10/2001","2001","-","42.81527777","-87.99444444","04087233","-","-","?"
"20050525160110","Clinton","WI","Turtle Creek","12/11/2000","2001","Freeze-up","42.59722222","-88.82916666","05431486","-","-","?"
"20050519103527","West Branch Rock River","WI","Waupun","11/21/2000","2001","-","43.63388888","-88.68444444","05423510","-","-","?"
"20060228114121","Langlade","WI","Wolf River","12/20/2000","2001","Unknown","44.53361111","-88.12944444","04074950","-","-","?"
"20040720100920","Fulton","WI","Yahara River","12/25/2000","2001","Unknown","42.82638888","-89.17194444","05430175","-","-","?"
"20040720100119","Windsor","WI","Yahara River","12/10/2000","2001","Unknown","43.20888888","-89.3525","05427718","-","-","?"
"20010329111207","Windsor","VT","Connecticut River","12/17/2000","2001","Break-up","43.47361111","-72.38472222","?","-","-","none"
"20010724140540","Windsor","VT","Connecticut River","01/10/2001","2001","Freeze-up","43.47583333","-72.42388888","-","-","-","?"
"20010627132235","East Georgia","VT","Lamoille River","04/09/2001","2001","-","44.68","-73.08361111","04292500","-","-","?"
"20010627134427","East Berkshire","VT","Missisquoi River","04/11/2001","2001","-","44.93527777","-72.70972222","04293500","-","-","?"
"20010627125906","East Highgate","VT","Missisquoi River","04/12/2001","2001","Break-up","44.92722222","-72.32166666","-","-","-","minor flooding and parts of Route 78 were closed"
"20010716150604","Chester","VT","Williams River","12/17/2000","2001","-","43.25","-72.57361111","-","-","-","?"
"20010329110128","Chester","VT","Williams River","12/17/2000","2001","Break-up","43.26277777","-72.59555555","?","-","-","trees knocked down along river"
"20010724140446","Montpelier","VT","Winooski River","01/10/2001","2001","-","44.25638888","-72.59805555","-","-","-","?"
"20010628141105","East Brady","PA","Allegheny River","02/09/2001","2001","-","40.98583333","-79.61333333","-","-","-","?"
"20010716151203","East Brady","PA","Allegheny River","01/09/2001","2001","-","40.92305555","-79.50055555","-","-","-","?"
"20010716151429","Foxburg","PA","Allegheny River","01/09/2001","2001","-","41.14305555","-79.68","-","-","-","?"
"20010716151623","Hillville","PA","Allegheny River","01/19/2001","2001","-","41.03055555","-79.60027777","-","-","-","?"
"20010716151120","Oil City","PA","Allegheny River","01/09/2001","2001","-","41.45694444","-79.62555555","-","-","-","?"
"20010716150948","Parker","PA","Allegheny River","01/01/2001","2001","-","41.03583333","-79.45888888","03031500","-","-","?"
"20010716151259","West Monterey","PA","Allegheny River","01/09/2001","2001","-","41.04861111","-79.66166666","-","-","-","minor flooding"
"20010628134759","Cooksburg","PA","Clarion River","02/10/2001","2001","-","41.33333333","-79.20972222","-","-","-","?"
"20010628144118","Harrisburg","PA","Conodoguinet River","02/08/2001","2001","Break-up","40.27138888","-76.91388888","-","-","-","?"
"20010627133655","Au Sable Forks","NY","Ausable River","04/09/2001","2001","-","44.44055555","-73.675","04275500","-","-","?"
"20010625154216","Upper Jay","NY","Ausable River","02/10/2001","2001","Unknown","44.33638888","-73.77611111","-","-","-","?"
"20010411115353","Willsboro","NY","Boquet River","04/07/2001","2001","Break-up","44.35833333","-73.39305555","-","-","-","none, although some dusting and sandbagging done"
"20010626101932","Buffalo","NY","Buffalo River","01/31/2001","2001","-","42.86972222","-78.78638888","-","-","-","?"
"20010626100838","Lancaster","NY","Cayuga Creek","01/31/2001","2001","-","42.87","-78.78638888","04215000","-","-","?"
"20010724140247","Ebenezer","NY","Cazenovia Creek","12/17/2000","2001","Break-up","42.82972222","-78.77694444","-","-","-","?"
"20010329093300","West Seneca","NY","Cazenovia Creek","12/17/2000","2001","Break-up","42.86111111","-78.82694444","-","-","-","minor road flooding"
"20010329095355","West Seneca","NY","Cazenovia Creek","01/31/2001","2001","Break-up","42.86111111","-78.82694444","-","-","-","minor road flooding"
"20010626082935","Narrowsburg","NY","Delaware River","03/22/2001","2001","-","41.60861111","-75.06222222","-","-","-","?"
"20040830155904","Port Jervis","NY","Delaware River","12/18/2000","2001","-","41.37055555","-74.69777777","01434000","-","-","?"
"20040830163103","Perry Mills","NY","Great Chazy River","12/18/2000","2001","-","45","-73.50138888","04271500","-","-","?"
"20010716150810","Perry Mills","NY","Great Chazy River","12/21/2000","2001","-","45.00027777","-73.50666666","04271500","-","-","?"
"20010627133218","Perry Mills","NY","Great Chazy River","04/09/2001","2001","Break-up","45.00027777","-73.50666666","04271500","-","-","?"
"20040830163456","Perry Mills","NY","Great Chazy River","04/10/2001","2001","-","45","-73.50138888","04271500","-","-","?"
"20040830164725","Valcour","NY","Little Ausable River","04/12/2001","2001","-","44.59416666","-73.49666666","04273800","-","-","?"
"20040830155105","Delhi","NY","Little Delaware River","01/01/2001","2001","-","42.25222222","-74.90194444","01422500","-","-","?"
"20010626110227","Fort Plain","NY","Mohawk River","02/10/2001","2001","-","42.93138888","-74.62305555","01347000","-","-","?"
"20040830154527","Gilboa","NY","Platter Kill","12/26/2000","2001","-","42.40611111","-74.4475","01350120","-","-","?"
"20040830164241","South Plattsburgh","NY","Salmon River","04/09/2001","2001","-","44.64","-73.49527777","04273700","-","-","?"
"20010626104902","Burtonsville","NY","Schoharie Creek","02/10/2001","2001","Break-up","42.805","-74.25972222","01351500","-","-","?"
"20040830153012","Grand Gorge","NY","Toad Hollow Brook","02/12/2001","2001","-","42.33277777","-74.49388888","01350032","-","-","?"
"20040830162446","Parishville","NY","West Branch St. Regis River","02/12/2001","2001","-","44.59861111","-74.7375","04268800","-","-","?"
"20010720105355","Cottonwood","SD","Bad River","03/09/2001","2001","Break-up","43.96694444","-101.90555555","-","-","-","minor flooding"
"20010720091633","Midland","SD","Bad River","03/09/2001","2001","Break-up","44.10194444","-101","06441000","-","-","minor flooding"
"20010720100627","Plainview","SD","Cheyenne River","03/09/2001","2001","Break-up","44.60222222","-102.16111111","06438500","-","-","minor flooding"
"20010720095014","Keyapaha","SD","Keya Paha River","03/12/2001","2001","Break-up","43.09666666","-100.00027777","-","-","-","minor flooding"
"20010720104953","Sully County","SD","Medicine Creek","03/19/2001","2001","Break-up","44.82861111","-99.52972222","-","-","-","minor flooding"
"20010716153325","Gavins Point","SD","Missouri River","01/04/2001","2001","-","42.85666666","-97.55138888","-","-","-","?"
"20010720100513","Faith","SD","Moreau River","03/08/2001","2001","Break-up","45.19777777","-102.15611111","06359500","-","-","minor flooding"
"20060404125621","Whitehorse","SD","Moreau River","03/13/2001","2001","-","45.25583333","-100.8425","06360500","-","-","?"
"20060825084306","Waubay","SD","Owens Creek","04/08/2001","2001","-","45.34666666","-97.25194444","06479159","-","-","?"
"20010720094612","Parker","SD","Vermillion River","03/31/2001","2001","Break-up","43.39333333","-97.06805555","-","-","-","minor flooding"
"20010720085941","Oacoma","SD","White River","03/20/2001","2001","Break-up","43.75527777","-99.5","06452000","-","-","minor flooding"
